nico,word,freq,total,user,word,freq,total,NicoFreqUserWords,NicoTotalWords,,
p58,three,12,732,p58,ten,4,187,,,,
p58,``,11,732,p58,two,4,187,,,,
p58,'',11,732,p58,'s,4,187,,,,
p58,six,11,732,p58,equivalent,4,187,,,,
p58,okay,11,732,p58,distance,4,187,,,,
p58,much,10,732,p58,volume,4,187,,,,
p58,get,10,732,p58,eminem's,4,187,,,,
p58,awesome,10,732,p58,hundred,4,187,,,,
p58,multiply,10,732,p58,divide,3,187,,,,
p58,'m,10,732,p58,four,3,187,,,,
p58,help,9,732,p58,need,3,187,,,,
p58,'s,9,732,p58,find,3,187,,,,
p58,step,9,732,p58,area,3,187,,,,
p58,great,9,732,p58,paint,3,187,,,,
p59,three,21,770,p59,three,14,194,,,,
p59,two,21,770,p59,multiply,13,194,,,,
p59,'m,21,770,p59,ten,12,194,,,,
p59,think,19,770,p59,one,12,194,,,,
p59,five,17,770,p59,yes,12,194,,,,
p59,put,17,770,p59,divide,9,194,,,,
p59,one,16,770,p59,times,9,194,,,,
p59,okay,15,770,p59,four,8,194,,,,
p59,answer,14,770,p59,need,7,194,,,,
p59,'s,13,770,p59,hundred,7,194,,,,
p59,``,12,770,p59,five,6,194,,,,
p59,'',12,770,p59,twelve,5,194,,,,
p59,get,12,770,p59,step,5,194,,,,
p59,multiply,12,770,p59,correct,5,194,,,,
p59,point,11,770,p59,point,4,194,,,,
p59,times,11,770,p59,seven,4,194,,,,
p59,twenty,10,770,p59,six,4,194,,,,
p59,hundred,10,770,p59,number,2,194,,,,
p59,step,9,770,p59,ready,2,194,,,,
p59,great,9,770,p59,bags,2,194,,,,
p59,problem,9,770,p59,divided,2,194,,,,
p59,figure,9,770,p59,answer,2,194,,,,
p59,bags,9,770,p59,get,2,194,,,,
p59,sweet,8,770,p59,eighty,2,194,,,,
p59,seven,8,770,p59,distance,2,194,,,,
p6,three,22,438,p6,one,16,206,,,,
p6,two,20,438,p6,ten,16,206,,,,
p6,need,17,438,p6,multiply,12,206,,,,
p6,one,14,438,p6,three,12,206,,,,
p6,paint,14,438,p6,surface,10,206,,,,
p6,put,13,438,p6,yes,10,206,,,,
p6,okay,12,438,p6,area,10,206,,,,
p6,times,12,438,p6,six,10,206,,,,
p6,answer,12,438,p6,would,8,206,,,,
p6,multiply,12,438,p6,get,8,206,,,,
p6,step,10,438,p6,equals,8,206,,,,
p6,first,9,438,p6,times,8,206,,,,
p6,figure,9,438,p6,hundred,7,206,,,,
p6,six,8,438,p6,divide,6,206,,,,
p6,area,7,438,p6,paint,5,206,,,,
p6,``,7,438,p6,volume,5,206,,,,
p6,surface,7,438,p6,step,5,206,,,,
p6,'',7,438,p6,thirty,4,206,,,,
p6,help,6,438,p6,four,3,206,,,,
p6,four,6,438,p6,two,3,206,,,,
p6,much,6,438,p6,zero,3,206,,,,
p6,torso,6,438,p6,equal,3,206,,,,
p6,thinking,5,438,p6,time,3,206,,,,
p6,miles,5,438,p6,go,2,206,,,,
p6,twenty,5,438,p6,divided,2,206,,,,
p60,two,27,540,p60,times,20,201,,,,
p60,times,18,540,p60,'s,18,201,,,,
p60,three,18,540,p60,one,14,201,,,,
p60,answer,17,540,p60,three,8,201,,,,
p60,five,15,540,p60,yep,7,201,,,,
p60,put,14,540,p60,divided,7,201,,,,
p60,multiply,13,540,p60,good,7,201,,,,
p60,one,12,540,p60,job,7,201,,,,
p60,step,11,540,p60,ten,6,201,,,,
p60,think,11,540,p60,six,6,201,,,,
p60,six,11,540,p60,twelve,5,201,,,,
p60,okay,11,540,p60,hundred,5,201,,,,
p60,'s,10,540,p60,five,5,201,,,,
p60,point,10,540,p60,figure,4,201,,,,
p60,hundred,10,540,p60,point,4,201,,,,
p60,twenty,9,540,p60,two,4,201,,,,
p60,figure,9,540,p60,seven,3,201,,,,
p60,next,8,540,p60,going,3,201,,,,
p60,'m,8,540,p60,answer,3,201,,,,
p60,get,7,540,p60,eight,3,201,,,,
p60,need,7,540,p60,know,3,201,,,,
p60,bags,7,540,p60,need,3,201,,,,
p60,help,6,540,p60,okay,2,201,,,,
p60,go,6,540,p60,go,2,201,,,,
p60,ten,6,540,p60,n't,2,201,,,,
p61,two,12,242,p61,times,7,49,,,,
p61,three,11,242,p61,six,6,49,,,,
p61,times,9,242,p61,equals,4,49,,,,
p61,need,9,242,p61,yes,4,49,,,,
p61,okay,8,242,p61,one,3,49,,,,
p61,one,7,242,p61,three,3,49,,,,
p61,paint,7,242,p61,point,3,49,,,,
p61,step,6,242,p61,five,3,49,,,,
p61,put,6,242,p61,two,3,49,,,,
p61,multiply,6,242,p61,divided,2,49,,,,
p61,figure,5,242,p61,eight,2,49,,,,
p61,answer,5,242,p61,twelve,1,49,,,,
p61,first,5,242,p61,ten,1,49,,,,
p61,help,4,242,p61,seduce,1,49,,,,
p61,area,4,242,p61,going,1,49,,,,
p61,n't,4,242,p61,four,1,49,,,,
p61,``,4,242,p61,'re,1,49,,,,
p61,surface,4,242,p61,next,1,49,,,,
p61,'',4,242,p61,hello,1,49,,,,
p61,six,4,242,p61,first,1,49,,,,
p61,'m,4,242,p62,yes,9,103,,,,
p61,four,3,242,p62,one,8,103,,,,
p61,thinking,3,242,p62,five,8,103,,,,
p61,know,3,242,p62,hundred,7,103,,,,
p61,much,3,242,p62,ten,6,103,,,,
p62,three,17,584,p62,times,6,103,,,,
p62,two,16,584,p62,add,5,103,,,,
p62,put,13,584,p62,multiply,5,103,,,,
p62,answer,13,584,p62,two,4,103,,,,
p62,'m,13,584,p62,distance,4,103,,,,
p62,five,12,584,p62,divide,3,103,,,,
p62,think,12,584,p62,point,2,103,,,,
p62,great,11,584,p62,go,2,103,,,,
p62,times,11,584,p62,six,2,103,,,,
p62,one,11,584,p62,'s,2,103,,,,
p62,need,11,584,p62,fifteen,2,103,,,,
p62,okay,11,584,p62,three,2,103,,,,
p62,``,10,584,p62,time,2,103,,,,
p62,'',10,584,p62,twelve,1,103,,,,
p62,step,9,584,p62,seven,1,103,,,,
p62,paint,9,584,p62,four,1,103,,,,
p62,much,9,584,p62,see,1,103,,,,
p62,figure,9,584,p62,find,1,103,,,,
p62,sense,9,584,p62,bags,1,103,,,,
p62,help,8,584,p62,would,1,103,,,,
p62,get,8,584,p63,multiply,18,300,,,,
p62,'s,8,584,p63,answer,17,300,,,,
p62,makes,8,584,p63,one,16,300,,,,
p62,bags,8,584,p63,three,12,300,,,,
p62,multiply,8,584,p63,two,12,300,,,,
p63,three,25,724,p63,six,11,300,,,,
p63,two,20,724,p63,yes,10,300,,,,
p63,five,17,724,p63,four,9,300,,,,
p63,point,17,724,p63,times,9,300,,,,
p63,one,16,724,p63,twelve,8,300,,,,
p63,answer,16,724,p63,seven,8,300,,,,
p63,put,14,724,p63,ten,7,300,,,,
p63,think,14,724,p63,five,7,300,,,,
p63,okay,13,724,p63,get,6,300,,,,
p63,times,12,724,p63,step,5,300,,,,
p63,figure,12,724,p63,amount,5,300,,,,
p63,need,12,724,p63,number,5,300,,,,
p63,'s,11,724,p63,area,5,300,,,,
p63,seven,11,724,p63,hundred,5,300,,,,
p63,get,11,724,p63,give,5,300,,,,
p63,miles,10,724,p63,divided,5,300,,,,
p63,step,10,724,p63,results,4,300,,,,
p63,``,10,724,p63,find,4,300,,,,
p63,'',10,724,p63,first,4,300,,,,
p63,multiply,10,724,p63,point,4,300,,,,
p63,sweet,9,724,p64,get,31,625,,,,
p63,paint,9,724,p64,need,30,625,,,,
p63,four,8,724,p64,times,28,625,,,,
p63,'m,8,724,p64,multiply,27,625,,,,
p63,six,7,724,p64,since,25,625,,,,
p64,two,29,758,p64,six,24,625,,,,
p64,three,25,758,p64,one,23,625,,,,
p64,point,20,758,p64,five,20,625,,,,
p64,five,17,758,p64,'s,20,625,,,,
p64,multiply,16,758,p64,three,18,625,,,,
p64,put,15,758,p64,two,17,625,,,,
p64,figure,15,758,p64,ten,16,625,,,,
p64,answer,15,758,p64,point,15,625,,,,
p64,times,14,758,p64,step,14,625,,,,
p64,think,14,758,p64,yes,12,625,,,,
p64,'s,13,758,p64,number,12,625,,,,
p64,one,13,758,p64,twelve,11,625,,,,
p64,need,13,758,p64,distance,10,625,,,,
p64,sweet,12,758,p64,total,9,625,,,,
p64,seven,12,758,p64,hundred,9,625,,,,
p64,okay,12,758,p64,seven,9,625,,,,
p64,get,11,758,p64,eminem,8,625,,,,
p64,``,11,758,p64,'ll,8,625,,,,
p64,'',11,758,p64,four,7,625,,,,
p64,twenty,10,758,p64,bags,7,625,,,,
p64,paint,10,758,p65,one,22,288,,,,
p64,six,10,758,p65,ten,17,288,,,,
p64,'m,10,758,p65,blank,17,288,,,,
p64,miles,9,758,p65,times,17,288,,,,
p64,bags,9,758,p65,hundred,16,288,,,,
p65,think,21,651,p65,six,13,288,,,,
p65,answer,15,651,p65,nico,13,288,,,,
p65,know,14,651,p65,five,13,288,,,,
p65,two,14,651,p65,twenty,10,288,,,,
p65,'m,14,651,p65,fifty,9,288,,,,
p65,put,13,651,p65,equals,8,288,,,,
p65,get,12,651,p65,two,8,288,,,,
p65,figure,12,651,p65,three,8,288,,,,
p65,step,11,651,p65,answer,7,288,,,,
p65,three,11,651,p65,got,6,288,,,,
p65,five,10,651,p65,equal,6,288,,,,
p65,great,10,651,p65,right,5,288,,,,
p65,go,9,651,p65,yes,5,288,,,,
p65,sweet,9,651,p65,twelve,4,288,,,,
p65,``,9,651,p65,point,4,288,,,,
p65,'',9,651,p65,put,4,288,,,,
p65,one,8,651,p65,'s,4,288,,,,
p65,n't,8,651,p65,'re,4,288,,,,
p65,problem,8,651,p65,divided,3,288,,,,
p65,need,8,651,p65,would,3,288,,,,
p65,okay,8,651,p66,divide,20,278,,,,
p65,help,7,651,p66,five,13,278,,,,
p65,really,7,651,p66,twenty,11,278,,,,
p65,paint,7,651,p66,fifty,9,278,,,,
p65,'re,7,651,p66,twelve,9,278,,,,
p66,two,28,708,p66,three,9,278,,,,
p66,five,20,708,p66,need,9,278,,,,
p66,one,19,708,p66,four,8,278,,,,
p66,figure,19,708,p66,one,8,278,,,,
p66,put,18,708,p66,six,8,278,,,,
p66,okay,18,708,p66,nico,8,278,,,,
p66,three,16,708,p66,point,7,278,,,,
p66,answer,16,708,p66,divided,7,278,,,,
p66,point,14,708,p66,hundred,6,278,,,,
p66,help,13,708,p66,two,6,278,,,,
p66,swim,13,708,p66,'s,5,278,,,,
p66,think,13,708,p66,answer,5,278,,,,
p66,twenty,12,708,p66,forty,4,278,,,,
p66,``,12,708,p66,right,4,278,,,,
p66,'',12,708,p66,area,4,278,,,,
p66,seconds,10,708,p66,seven,4,278,,,,
p66,step,10,708,p66,surface,4,278,,,,
p66,feet,10,708,p66,spend,4,278,,,,
p66,seven,10,708,p66,yes,3,278,,,,
p66,times,9,708,p66,correct,3,278,,,,
p66,need,9,708,p67,five,19,290,,,,
p66,'m,9,708,p67,answer,19,290,,,,
p66,far,8,708,p67,get,18,290,,,,
p66,twelve,8,708,p67,yes,12,290,,,,
p66,'s,8,708,p67,ten,11,290,,,,
p67,think,31,1039,p67,three,11,290,,,,
p67,answer,30,1039,p67,correct,9,290,,,,
p67,three,25,1039,p67,thirty,9,290,,,,
p67,point,23,1039,p67,point,9,290,,,,
p67,'m,23,1039,p67,multiply,9,290,,,,
p67,put,22,1039,p67,plus,8,290,,,,
p67,two,20,1039,p67,one,7,290,,,,
p67,five,19,1039,p67,six,7,290,,,,
p67,'s,18,1039,p67,two,7,290,,,,
p67,times,18,1039,p67,add,6,290,,,,
p67,``,18,1039,p67,job,6,290,,,,
p67,'',18,1039,p67,great,6,290,,,,
p67,one,16,1039,p67,twenty,6,290,,,,
p67,figure,16,1039,p67,count,6,290,,,,
p67,okay,16,1039,p67,twelve,5,290,,,,
p67,great,15,1039,p67,eight,5,290,,,,
p67,get,14,1039,p67,step,4,290,,,,
p67,twenty,13,1039,p67,fifty,3,290,,,,
p67,ah,13,1039,p67,find,3,290,,,,
p67,like,12,1039,p67,ratio,3,290,,,,
p67,seven,11,1039,p68,yes,6,78,,,,
p67,need,11,1039,p68,one,5,78,,,,
p67,help,10,1039,p68,need,4,78,,,,
p67,know,10,1039,p68,volume,4,78,,,,
p67,really,10,1039,p68,hundred,4,78,,,,
p68,two,19,443,p68,seven,3,78,,,,
p68,put,16,443,p68,ten,3,78,,,,
p68,need,15,443,p68,paint,3,78,,,,
p68,paint,14,443,p68,eminem,3,78,,,,
p68,step,11,443,p68,oz,3,78,,,,
p68,one,10,443,p68,four,2,78,,,,
p68,figure,10,443,p68,total,2,78,,,,
p68,help,9,443,p68,twenty,2,78,,,,
p68,answer,9,443,p68,arms,2,78,,,,
p68,first,8,443,p68,'s,2,78,,,,
p68,three,8,443,p68,eight,2,78,,,,
p68,go,7,443,p68,two,2,78,,,,
p68,five,7,443,p68,multiply,2,78,,,,
p68,ten,7,443,p68,point,1,78,,,,
p68,okay,7,443,p68,ounces,1,78,,,,
p68,point,7,443,p68,ft,1,78,,,,
p68,twenty,7,443,p68,bags,1,78,,,,
p68,much,7,443,p68,six,1,78,,,,
p68,legs,7,443,p68,th,1,78,,,,
p68,seven,7,443,p68,legs,1,78,,,,
p68,give,7,443,p69,ten,20,498,,,,
p68,hint,6,443,p69,three,19,498,,,,
p68,think,6,443,p69,five,16,498,,,,
p68,n't,6,443,p69,know,16,498,,,,
p68,'s,6,443,p69,multiply,16,498,,,,
p69,two,29,992,p69,times,15,498,,,,
p69,three,25,992,p69,since,14,498,,,,
p69,five,24,992,p69,six,13,498,,,,
p69,answer,23,992,p69,already,13,498,,,,
p69,put,21,992,p69,yes,11,498,,,,
p69,think,21,992,p69,many,11,498,,,,
p69,point,21,992,p69,one,11,498,,,,
p69,figure,18,992,p69,get,10,498,,,,
p69,okay,17,992,p69,okay,10,498,,,,
p69,'m,17,992,p69,point,10,498,,,,
p69,times,16,992,p69,two,10,498,,,,
p69,get,15,992,p69,four,9,498,,,,
p69,one,15,992,p69,would,8,498,,,,
p69,twenty,15,992,p69,seven,8,498,,,,
p69,``,15,992,p69,answer,8,498,,,,
p69,'',15,992,p69,'s,8,498,,,,
p69,multiply,14,992,p69,twelve,7,498,,,,
p69,'s,13,992,p69,hundred,7,498,,,,
p69,sweet,13,992,p69,'re,7,498,,,,
p69,seven,13,992,p69,fit,6,498,,,,
p69,need,12,992,p7,one,37,621,,,,
p69,far,11,992,p7,get,36,621,,,,
p69,step,10,992,p7,three,32,621,,,,
p69,paint,10,992,p7,would,24,621,,,,
p69,hundred,10,992,p7,six,24,621,,,,
p7,two,30,714,p7,multiply,22,621,,,,
p7,three,21,714,p7,point,21,621,,,,
p7,five,19,714,p7,two,20,621,,,,
p7,ratio,17,714,p7,divided,18,621,,,,
p7,point,17,714,p7,ten,17,621,,,,
p7,one,17,714,p7,number,16,621,,,,
p7,put,14,714,p7,ratio,15,621,,,,
p7,think,14,714,p7,seven,15,621,,,,
p7,six,13,714,p7,equals,15,621,,,,
p7,answer,13,714,p7,five,14,621,,,,
p7,okay,13,714,p7,four,13,621,,,,
p7,get,12,714,p7,twenty,13,621,,,,
p7,ten,12,714,p7,hundred,13,621,,,,
p7,sweet,12,714,p7,'s,12,621,,,,
p7,hundred,12,714,p7,use,11,621,,,,
p7,multiply,12,714,p7,yes,10,621,,,,
p7,'m,12,714,p7,twelve,10,621,,,,
p7,twenty,11,714,p7,times,10,621,,,,
p7,seven,11,714,p7,equivalent,9,621,,,,
p7,figure,11,714,p7,distance,9,621,,,,
p7,'s,10,714,p70,times,16,290,,,,
p7,``,10,714,p70,'re,16,290,,,,
p7,'',10,714,p70,find,15,290,,,,
p7,bags,9,714,p70,'s,13,290,,,,
p7,step,8,714,p70,one,13,290,,,,
p70,two,27,494,p70,many,13,290,,,,
p70,multiply,25,494,p70,need,10,290,,,,
p70,three,21,494,p70,three,9,290,,,,
p70,times,17,494,p70,multiply,9,290,,,,
p70,one,14,494,p70,going,9,290,,,,
p70,put,13,494,p70,yes,8,290,,,,
p70,answer,13,494,p70,six,8,290,,,,
p70,hundred,11,494,p70,ten,7,290,,,,
p70,five,10,494,p70,trying,7,290,,,,
p70,think,10,494,p70,point,6,290,,,,
p70,twenty,10,494,p70,hundred,6,290,,,,
p70,point,9,494,p70,equals,6,290,,,,
p70,seven,8,494,p70,five,6,290,,,,
p70,figure,8,494,p70,two,6,290,,,,
p70,get,7,494,p70,seven,5,290,,,,
p70,right,7,494,p70,bags,5,290,,,,
p70,ten,7,494,p70,four,4,290,,,,
p70,'s,7,494,p70,correct,4,290,,,,
p70,need,7,494,p70,eminem,4,290,,,,
p70,bags,7,494,p70,miles,4,290,,,,
p70,six,7,494,p71,one,22,309,,,,
p70,okay,7,494,p71,multiply,20,309,,,,
p70,help,6,494,p71,'s,14,309,,,,
p70,step,6,494,p71,yes,13,309,,,,
p70,paint,6,494,p71,ten,13,309,,,,
p71,one,20,602,p71,ratio,12,309,,,,
p71,two,19,602,p71,know,11,309,,,,
p71,three,19,602,p71,would,10,309,,,,
p71,sweet,15,602,p71,hundred,10,309,,,,
p71,ratio,13,602,p71,six,9,309,,,,
p71,think,13,602,p71,number,9,309,,,,
p71,multiply,13,602,p71,correct,9,309,,,,
p71,five,12,602,p71,five,8,309,,,,
p71,step,12,602,p71,want,7,309,,,,
p71,figure,12,602,p71,times,7,309,,,,
p71,okay,12,602,p71,find,6,309,,,,
p71,put,11,602,p71,bags,6,309,,,,
p71,times,11,602,p71,since,6,309,,,,
p71,hundred,11,602,p71,many,6,309,,,,
p71,answer,11,602,p71,two,6,309,,,,
p71,'s,9,602,p71,hours,5,309,,,,
p71,'m,9,602,p71,use,4,309,,,,
p71,paint,8,602,p71,three,4,309,,,,
p71,need,8,602,p71,answer,4,309,,,,
p71,bags,8,602,p71,means,4,309,,,,
p71,thinking,7,602,p72,times,16,161,,,,
p71,miles,7,602,p72,six,11,161,,,,
p71,ten,7,602,p72,yes,10,161,,,,
p71,``,7,602,p72,try,10,161,,,,
p71,many,7,602,p72,ten,8,161,,,,
p72,three,19,618,p72,answer,7,161,,,,
p72,two,18,618,p72,correct,7,161,,,,
p72,think,15,618,p72,'s,7,161,,,,
p72,sweet,15,618,p72,let,7,161,,,,
p72,step,14,618,p72,would,6,161,,,,
p72,times,14,618,p72,hundred,6,161,,,,
p72,one,14,618,p72,one,5,161,,,,
p72,go,11,618,p72,get,5,161,,,,
p72,five,11,618,p72,multiply,5,161,,,,
p72,put,11,618,p72,way,4,161,,,,
p72,figure,11,618,p72,thirty,4,161,,,,
p72,multiply,11,618,p72,five,4,161,,,,
p72,answer,10,618,p72,twelve,3,161,,,,
p72,miles,9,618,p72,divide,3,161,,,,
p72,problem,9,618,p72,two,3,161,,,,
p72,'m,9,618,p72,us,3,161,,,,
p72,'s,8,618,p72,right,2,161,,,,
p72,get,8,618,p72,help,2,161,,,,
p72,need,8,618,p72,point,2,161,,,,
p72,bags,8,618,p72,three,2,161,,,,
p72,hours,7,618,p8,put,21,263,,,,
p72,next,7,618,p8,one,15,263,,,,
p72,paint,7,618,p8,three,14,263,,,,
p72,``,7,618,p8,twenty,12,263,,,,
p72,hundred,7,618,p8,six,9,263,,,,
p8,three,26,633,p8,step,8,263,,,,
p8,times,19,633,p8,two,8,263,,,,
p8,two,15,633,p8,next,8,263,,,,
p8,``,14,633,p8,plus,7,263,,,,
p8,'',14,633,p8,nico,6,263,,,,
p8,answer,14,633,p8,forty,6,263,,,,
p8,'m,14,633,p8,times,6,263,,,,
p8,think,13,633,p8,eight,6,263,,,,
p8,put,12,633,p8,yes,5,263,,,,
p8,need,12,633,p8,five,5,263,,,,
p8,great,11,633,p8,hundred,5,263,,,,
p8,one,11,633,p8,'s,5,263,,,,
p8,get,11,633,p8,four,4,263,,,,
p8,sweet,10,633,p8,correct,4,263,,,,
p8,paint,10,633,p8,miles,4,263,,,,
p8,figure,10,633,p8,ten,4,263,,,,
p8,okay,10,633,p8,thirty,4,263,,,,
p8,six,9,633,p8,count,4,263,,,,
p8,much,9,633,p8,skip,3,263,,,,
p8,multiply,9,633,p8,know,3,263,,,,
p8,step,8,633,p9,one,22,212,,,,
p8,help,7,633,p9,yes,16,212,,,,
p8,go,7,633,p9,times,16,212,,,,
p8,eem,7,633,p9,six,11,212,,,,
p8,eh,7,633,p9,two,10,212,,,,
p9,figure,23,649,p9,divided,9,212,,,,
p9,five,19,649,p9,equals,9,212,,,,
p9,think,17,649,p9,three,9,212,,,,
p9,okay,15,649,p9,would,8,212,,,,
p9,need,14,649,p9,equal,7,212,,,,
p9,two,14,649,p9,five,6,212,,,,
p9,times,13,649,p9,twenty,5,212,,,,
p9,one,13,649,p9,hundred,5,212,,,,
p9,go,12,649,p9,multiply,5,212,,,,
p9,step,12,649,p9,point,4,212,,,,
p9,help,11,649,p9,four,4,212,,,,
p9,far,11,649,p9,ten,4,212,,,,
p9,put,11,649,p9,answer,4,212,,,,
p9,know,10,649,p9,correct,4,212,,,,
p9,next,10,649,p9,number,4,212,,,,
p9,``,10,649,p9,forty,4,212,,,,
p9,'',10,649,p9,twelve,3,212,,,,
p9,'s,10,649,p9,cross,3,212,,,,
p9,nancy,10,649,p9,okay,3,212,,,,
p9,three,9,649,p9,think,2,212,,,,
p9,answer,9,649,,,,,,,,
p9,'m,9,649,,,,,,,,
p9,miles,8,649,,,,,,,,
p9,race,8,649,,,,,,,,
p9,point,8,649,,,,,,,,
